id_etudiant,filiere,niveau,moyenne_generale,note_algorithmique,note_poo,note_génie_logiciel,note_bdd,note_architecture,note_ia,note_web,note_réseaux,note_tcp/ip,note_sécurité_réseau,note_administration_linux,note_télécoms,note_statistiques,note_python,note_big_data,note_visualisation,note_électronique,note_programmation_c,note_microcontrôleurs,note_fpga,note_temps_réel,note_cryptographie,note_forensics,note_pentesting,note_osint,note_mobile,note_cloud,competences,interets,sujet_choisi,domaine_cible
ETU-0067,Réseaux et Télécommunications,Master 2,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,13.4,16.3,9.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MongoDB|Wireshark|Docker|Django|VPN|AWS,applications mobiles|santé numérique|startup|UX mobile,Simulation d'un réseau de capteurs IoT pour smart city,Réseaux
ETU-0068,Systèmes Embarqués,Licence 3,18.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,18.8,17.8,19.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,FastAPI|Swift|Kotlin|Flutter,hacking éthique|automatisation|data science,Plateforme mobile de covoiturage universitaire,Mobile
ETU-0069,Data Science,Master 2,10.57,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,8.1,9.6,11.2,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OWASP|NLP|VHDL,analyse|UX mobile|sécurité informatique|statistiques,Classification automatique des documents administratifs par NLP,IA / Machine Learning
ETU-0070,Data Science,Master 2,13.9,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,19.3,10.4,14.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wireshark|React Native|C/C++|Flutter,infrastructure|startup,Reconnaissance vocale pour les langues locales africaines,IA / Machine Learning
ETU-0071,Génie Informatique,Master 2,15.76,11.6,0.0,0.0,17.8,0.0,16.1,19.8,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.6,Docker|React Native|Redis,infrastructure|recherche|cloud computing|gestion des données,Mise en place d'un pipeline CI/CD pour équipe de développement,Cloud / DevOps
ETU-0072,Génie Logiciel,Master 1,15.09,11.8,9.8,16.3,12.9,17.3,19.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Node.js|C/C++|MongoDB,protection des données|cloud computing|déploiement|fintech,Portail de téléservices administratifs pour mairies,Développement Web
ETU-0073,Data Science,Master 2,15.88,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.3,11.6,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MongoDB|Swift|VPN|React Native|Firewall,administration réseau|sécurité informatique|e-commerce|fintech,Reconnaissance vocale pour les langues locales africaines,IA / Machine Learning
ETU-0074,Génie Informatique,Master 1,13.16,17.0,0.0,0.0,10.6,0.0,11.3,14.7,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,9.3,ElasticSearch|NLP|Terraform|C/C++,infrastructure|recherche,Reconnaissance vocale pour les langues locales africaines,IA / Machine Learning
ETU-0075,Systèmes Embarqués,Master 2,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,19.6,11.9,15.8,18.9,0.0,0.0,0.0,0.0,0.0,0.0,CI/CD|VHDL|MySQL,automatisation|performance|électronique|santé numérique,Système de contrôle d'accès biométrique à faible coût,Systèmes
ETU-0076,Data Science,Master 1,16.57,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,19.9,13.9,19.3,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vue.js|Wireshark|FastAPI|Flutter,protocoles|performance|intelligence artificielle|forensics,Détection des maladies agricoles par vision par ordinateur,IA / Machine Learning
ETU-0077,Systèmes Embarqués,Master 2,13.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,19.8,13.7,19.2,8.1,0.0,0.0,0.0,0.0,0.0,0.0,ElasticSearch|Android|Cisco|Wireshark|TCP/IP|Assembleur,intelligence artificielle|protocoles|UX mobile|télécommunications,Déploiement d'un réseau LAN sécurisé pour établissement scolaire,Réseaux
ETU-0078,Génie Informatique,Master 1,14.6,12.4,0.0,0.0,10.7,0.0,13.7,13.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,12.5,Arduino|MongoDB|ElasticSearch|Docker|Pandas|C/C++,déploiement|UX mobile|statistiques,Reconnaissance vocale pour les langues locales africaines,IA / Machine Learning
ETU-0079,Génie Logiciel,Master 2,13.43,10.5,15.0,9.1,14.1,17.7,13.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VHDL|NLP|Raspberry Pi|Flutter|TCP/IP|TensorFlow,protocoles|intelligence artificielle|systèmes d'information,Système de recommandation de cours en ligne par apprentissage automatique,IA / Machine Learning
ETU-0080,Data Science,Master 1,14.07,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,10.2,15.7,16.8,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android|Cryptographie|CI/CD|Pandas|Arduino|Node.js,applications mobiles|e-commerce|performance|santé numérique,Système de détection de fraude bancaire par deep learning,IA / Machine Learning
ETU-0081,Réseaux et Télécommunications,Licence 3,13.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,9.9,10.3,18.5,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Terraform|Forensics|Kubernetes,télécommunications|systèmes d'information,Simulation d'un réseau de capteurs IoT pour smart city,Réseaux
ETU-0082,Réseaux et Télécommunications,Licence 3,14.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,19.9,10.8,19.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ElasticSearch|TCP/IP|Django|Terraform|C/C++,électronique|hacking éthique,Étude et déploiement de la fibre optique dans une université,Réseaux
ETU-0083,Génie Informatique,Master 2,13.21,12.6,0.0,0.0,14.3,0.0,12.9,11.6,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,14.5,MySQL|TCP/IP|Django|Flutter,électronique|déploiement,Système de géolocalisation des transports en commun à Lomé,Mobile
ETU-0084,Génie Logiciel,Master 1,13.44,12.5,15.3,8.5,8.9,17.7,15.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,React Native|MongoDB|Wireshark|TCP/IP,systèmes d'information|analyse,Base de données spatiale pour la gestion du cadastre urban,Bases de données
ETU-0085,Data Science,Master 1,13.1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,12.3,11.1,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,React Native|VPN|MongoDB,protection des données|électronique|automatisation,Classification automatique des documents administratifs par NLP,IA / Machine Learning
ETU-0086,Réseaux et Télécommunications,Master 1,14.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,10.9,14.6,19.3,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CI/CD|Swift|Flutter|FastAPI|Firewall|Kubernetes,automatisation|performance,Migration d'une infrastructure on-premise vers AWS pour PME,Cloud / DevOps
ETU-0087,Systèmes Embarqués,Licence 3,13.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,10.8,16.5,8.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,NLP|Kubernetes|AWS|Terraform|React Native,automatisation|data science|intelligence artificielle|électronique,Mise en place d'un pipeline CI/CD pour équipe de développement,Cloud / DevOps
ETU-0088,Génie Logiciel,Licence 3,12.9,14.3,10.9,15.4,11.0,12.3,17.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Flutter|VHDL|ElasticSearch|MySQL|TCP/IP|Pandas,automatisation|développement web|santé numérique|fintech,Détection des maladies agricoles par vision par ordinateur,IA / Machine Learning
ETU-0089,Cybersécurité,Licence 3,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,16.3,14.8,11.3,0.0,0.0,Cisco|Arduino|VHDL,automatisation|performance|protection des données|data science,Sécurisation des applications mobiles de mobile banking,Cybersécurité
ETU-0090,Génie Informatique,Master 2,15.59,12.0,0.0,0.0,17.1,0.0,19.9,16.7,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.7,React|Kali Linux|MySQL,forensics|santé numérique,Système de vote électronique sécurisé pour associations étudiantes,Développement Web
ETU-0091,Génie Informatique,Master 2,13.34,15.9,0.0,0.0,9.0,0.0,17.6,16.6,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.9,Cryptographie|VPN|Pentesting|React,intelligence artificielle|hacking éthique,Audit de sécurité des infrastructures informatiques bancaires au Togo,Cybersécurité
ETU-0092,Data Science,Master 2,12.17,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,9.1,11.9,12.6,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raspberry Pi|ElasticSearch|VHDL,gestion des données|fintech|startup|administration réseau,Chatbot intelligent pour l'assistance médicale au Togo,IA / Machine Learning
ETU-0093,Génie Informatique,Master 2,13.04,13.9,0.0,0.0,15.4,0.0,9.6,8.1,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,18.1,Wireshark|Android|Terraform|Kali Linux|Docker|Node.js,protection des données|analyse|cloud computing,Plateforme de monitoring des applications en temps réel,Cloud / DevOps
ETU-0094,Data Science,Master 1,14.9,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,12.4,10.4,20.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Flutter|MongoDB|Android,statistiques|électronique|automatisation,Système de détection de fraude bancaire par deep learning,IA / Machine Learning
ETU-0095,Cybersécurité,Master 2,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,13.0,8.4,19.6,0.0,0.0,React|ElasticSearch|Terraform,applications mobiles|gestion des données|automatisation|santé numérique,Implémentation d'un système Zero Trust pour entreprise,Cybersécurité
ETU-0096,Réseaux et Télécommunications,Master 1,13.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,13.6,16.2,16.3,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,React Native|React|Linux,développement web|e-commerce|applications web,Déploiement d'un réseau LAN sécurisé pour établissement scolaire,Réseaux
ETU-0097,Data Science,Licence 3,14.53,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,18.2,15.8,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C++|HTML/CSS|Raspberry Pi|FastAPI,robotique|systèmes temps réel|infrastructure,Compteur d'énergie intelligent pour le suivi de consommation,Systèmes
ETU-0098,Systèmes Embarqués,Licence 3,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,10.5,17.0,17.7,8.8,0.0,0.0,0.0,0.0,0.0,0.0,Arduino|HTML/CSS|Pentesting,analyse|systèmes temps réel|e-commerce,Compteur d'énergie intelligent pour le suivi de consommation,Systèmes
ETU-0099,Cybersécurité,Licence 3,14.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,11.6,15.4,9.0,0.0,0.0,VPN|Vue.js|ElasticSearch|TCP/IP,performance|UX mobile,Mise en place d'un réseau WiFi municipal à faible coût,Réseaux
ETU-0100,Cybersécurité,Licence 3,11.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,11.8,13.4,8.6,0.0,0.0,Python|Swift|Node.js|PostgreSQL|Cryptographie,infrastructure|automatisation|électronique|IoT,Sécurisation des applications mobiles de mobile banking,Cybersécurité
ETU-0101,Cybersécurité,Master 2,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,14.1,14.9,11.2,0.0,0.0,Arduino|scikit-learn|Android|MongoDB|Kali Linux,télécommunications|hacking éthique,Mise en place d'un SIEM pour la détection des intrusions,Cybersécurité
ETU-0102,Génie Informatique,Master 2,16.23,16.3,0.0,0.0,18.3,0.0,13.1,15.4,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.8,VHDL|Firewall|Arduino,gestion des données|protection des données|sécurité informatique,Système embarqué de surveillance de la qualité de l'air,Systèmes
ETU-0103,Data Science,Master 2,15.07,0.0,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,9.5,11.0,16.5,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Swift|Django|VHDL|Cisco|Forensics|Cryptographie,statistiques|développement web|santé numérique,Détection des maladies agricoles par vision par ordinateur,IA / Machine Learning
ETU-0104,Génie Informatique,Master 1,16.86,15.6,0.0,0.0,16.4,0.0,17.5,12.8,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,17.9,Cisco|VPN|Linux|Wireshark|Raspberry Pi|VHDL,automatisation|forensics,Optimisation de la qualité de service dans les réseaux mobiles 4G,Réseaux
ETU-0105,Génie Logiciel,Master 1,13.21,10.4,16.3,9.6,15.8,9.9,19.2,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Redis|Pandas|Pentesting|Terraform|CI/CD,recherche|santé numérique,Système de sauvegarde automatique dans le cloud pour PME africaines,Cloud / DevOps
ETU-0106,Réseaux et Télécommunications,Master 2,15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,8.1,16.3,17.8,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Node.js|React Native|Deep Learning|MySQL|Cryptographie|Pandas,design UI|protection des données|UX mobile|hacking éthique,Mise en place d'un SIEM pour la détection des intrusions,Cybersécurité
ETU-0107,Systèmes Embarqués,Master 1,14.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,15.5,9.8,12.9,16.2,0.0,0.0,0.0,0.0,0.0,0.0,Pandas|React|Node.js|Vue.js,fintech|applications mobiles|robotique|protection des données,Système embarqué de surveillance de la qualité de l'air,Systèmes
ETU-0108,Génie Informatique,Master 1,14.21,10.5,0.0,0.0,15.3,0.0,12.7,15.8,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.5,Swift|Cryptographie|Vue.js|ElasticSearch,statistiques|déploiement|intelligence artificielle,Détection des maladies agricoles par vision par ordinateur,IA / Machine Learning
ETU-0109,Génie Logiciel,Master 2,12.03,8.8,11.1,8.5,8.7,17.5,14.1,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kali Linux|OWASP|Pandas|Arduino|Kubernetes|Django,développement web|hacking éthique|infrastructure,Application web de gestion des ressources humaines pour PME,Développement Web
ETU-0110,Génie Informatique,Master 1,13.51,16.8,0.0,0.0,18.2,0.0,9.0,13.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,15.3,Terraform|HTML/CSS|Vue.js|Python|Node.js,intelligence artificielle|gestion des données|automatisation|applications mobiles,Application web de télémédecine pour zones rurales,Développement Web
ETU-0111,Génie Logiciel,Master 1,13.09,17.7,11.3,8.8,16.5,14.9,8.9,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP|Swift|VHDL|FastAPI|Pentesting,protocoles|design UI,Application web de gestion des ressources humaines pour PME,Développement Web
ETU-0112,Systèmes Embarqués,Licence 3,14.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,19.5,8.4,17.6,16.6,0.0,0.0,0.0,0.0,0.0,0.0,MySQL|VPN|ElasticSearch|Forensics|CI/CD|Cisco,UX mobile|e-commerce,Étude et déploiement de la fibre optique dans une université,Réseaux
ETU-0113,Data Science,Master 1,13.45,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.4,11.5,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Flutter|Pentesting|Assembleur|Swift,télécommunications|applications web,Plateforme mobile de covoiturage universitaire,Mobile
ETU-0114,Génie Informatique,Master 2,14.84,11.7,0.0,0.0,10.5,0.0,13.0,19.5,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,9.7,Pandas|scikit-learn|MySQL|C/C++|Forensics,UX mobile|systèmes temps réel|développement web|design UI,Classification automatique des documents administratifs par NLP,IA / Machine Learning
ETU-0115,Systèmes Embarqués,Master 2,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.9,13.4,10.8,19.3,0.0,0.0,0.0,0.0,0.0,0.0,Assembleur|React|Django|FastAPI,systèmes temps réel|protection des données|électronique,Système de contrôle d'accès biométrique à faible coût,Systèmes
ETU-0116,Génie Informatique,Master 2,14.69,15.2,0.0,0.0,10.6,0.0,9.8,16.5,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,12.8,TCP/IP|Redis|HTML/CSS,santé numérique|IoT,Système de vote électronique sécurisé pour associations étudiantes,Développement Web
ETU-0117,Réseaux et Télécommunications,Licence 3,15.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,12.5,15.6,15.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning|TensorFlow|PostgreSQL|CI/CD|Android,développement web|forensics,Optimisation de la qualité de service dans les réseaux mobiles 4G,Réseaux
ETU-0118,Réseaux et Télécommunications,Master 1,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,10.2,11.4,18.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CI/CD|Linux|Swift|Forensics,cloud computing|recherche|développement web|administration réseau,Optimisation de la qualité de service dans les réseaux mobiles 4G,Réseaux
ETU-0119,Génie Informatique,Master 1,12.79,13.8,0.0,0.0,17.4,0.0,14.8,11.9,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,8.3,TensorFlow|Cisco|NLP|React Native,applications mobiles|infrastructure|gestion des données|design UI,Système de détection de fraude bancaire par deep learning,IA / Machine Learning
ETU-0120,Data Science,Licence 3,14.43,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,10.1,17.7,16.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VHDL|Django|PostgreSQL|Swift|Arduino,performance|automatisation|automatisation,Analyse de sentiment des réseaux sociaux pour les élections africaines,IA / Machine Learning
ETU-0121,Data Science,Licence 3,16.02,0.0,0.0,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,8.3,19.0,17.3,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pentesting|Terraform|OWASP,design UI|forensics|hacking éthique|protection des données,Implémentation d'un système Zero Trust pour entreprise,Cybersécurité
ETU-0122,Data Science,Licence 3,14.12,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.5,16.8,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VHDL|OWASP|scikit-learn,protection des données|infrastructure,Détection des maladies agricoles par vision par ordinateur,IA / Machine Learning
ETU-0123,Génie Informatique,Master 2,12.83,15.7,0.0,0.0,18.6,0.0,11.2,11.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,11.1,Python|NLP|Cryptographie,électronique|gestion des données|automatisation,Reconnaissance vocale pour les langues locales africaines,IA / Machine Learning
ETU-0124,Génie Logiciel,Licence 3,12.99,11.5,11.8,19.4,8.9,10.0,12.5,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wireshark|Docker|Kubernetes,data science|robotique|gestion des données,Système de sauvegarde automatique dans le cloud pour PME africaines,Cloud / DevOps
ETU-0125,Data Science,Master 2,12.28,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,11.4,8.6,14.9,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python|Kali Linux|Pandas|Linux|Terraform,cloud computing|analyse|design UI|data science,Prédiction du taux de décrochage scolaire par machine learning,IA / Machine Learning
ETU-0126,Génie Logiciel,Master 2,13.4,14.5,10.2,18.6,12.4,13.3,11.2,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cisco|VHDL|NLP|Django,design UI|développement web|applications mobiles|électronique,Plateforme e-commerce pour artisans locaux au Togo,Développement Web
ETU-0127,Cybersécurité,Licence 3,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,18.8,16.6,14.0,0.0,0.0,Vue.js|Android|HTML/CSS|FastAPI,analyse|startup,Portail de téléservices administratifs pour mairies,Développement Web
ETU-0128,Génie Logiciel,Licence 3,14.01,12.7,12.8,11.9,11.3,13.5,18.5,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vue.js|Forensics|Django|AWS|VHDL|Assembleur,design UI|sécurité informatique|applications mobiles|électronique,Plateforme e-commerce pour artisans locaux au Togo,Développement Web
ETU-0129,Génie Logiciel,Master 1,14.94,18.7,12.0,10.9,16.9,19.1,18.8,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TCP/IP|Cisco|Swift|React|MySQL,hacking éthique|IoT,Plateforme e-commerce pour artisans locaux au Togo,Développement Web
ETU-0130,Cybersécurité,Master 1,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,9.9,11.7,14.1,0.0,0.0,C/C++|VHDL|TensorFlow|HTML/CSS,analyse|recherche,Audit de sécurité des infrastructures informatiques bancaires au Togo,Cybersécurité
ETU-0131,Génie Informatique,Licence 3,14.01,10.9,0.0,0.0,13.9,0.0,19.5,13.7,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,12.1,Pandas|Linux|TensorFlow|Cryptographie|NLP,systèmes d'information|infrastructure,Analyse de sentiment des réseaux sociaux pour les élections africaines,IA / Machine Learning
ETU-0132,Génie Informatique,Licence 3,14.14,15.2,0.0,0.0,8.1,0.0,17.7,11.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,15.7,Cryptographie|Firewall|Flutter|Redis|MongoDB|AWS,déploiement|santé numérique|design UI,Plateforme mobile de covoiturage universitaire,Mobile
ETU-0133,Génie Logiciel,Master 1,15.97,19.9,15.7,18.3,11.1,16.5,18.7,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C++|ElasticSearch|NLP|Docker,protection des données|startup|data science,Chatbot intelligent pour l'assistance médicale au Togo,IA / Machine Learning
ETU-0134,Data Science,Master 2,15.63,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,16.6,15.7,13.7,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FastAPI|Terraform|Raspberry Pi|HTML/CSS|Linux,cloud computing|startup,Chatbot intelligent pour l'assistance médicale au Togo,IA / Machine Learning
