id_memoire,titre,description,resume,texte_complet,domaine,methodologie,niveau,annee,auteur,directeur,note_soutenance,tags,nb_tags,est_public,cluster_id,cluster_nom,tags_enrichis
MEM-0054,Pipeline CI/CD pour quipe de dveloppement,"Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production.","Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Pipeline CI/CD pour quipe de dveloppement. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Recherche-action,Master 1,2023,Etudiant_0054,Dr. Professeur_15,16.16,docker|kubernetes|microservices|monitoring,4,1,1,Bases de donnes,docker|dploiement|en|kubernetes|microservices|minutes|minutes rgression|monitoring|pipeline
MEM-0055,Optimisation performances BDD hospitalire,"Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s.","Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Optimisation performances BDD hospitalire. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,tude de cas,Master 2,2022,Etudiant_0055,Dr. Professeur_04,18.82,mongodb|nosql|optimisation|postgresql,4,1,1,Bases de donnes,hospitalire|hospitalire sous|mongodb|nosql|optimisation|postgresql|rcriture|sous postgresql
MEM-0056,Pipeline CI/CD pour quipe de dveloppement,"Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production.","Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Pipeline CI/CD pour quipe de dveloppement. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Dveloppement logiciel (SCRUM),Master 1,2024,Etudiant_0056,Dr. Professeur_15,13.4,ci-cd|devops|docker|kubernetes,4,1,1,Bases de donnes,ci-cd|devops|docker|dploiement|en|intgration et|kubernetes|minutes rgression|pipeline
MEM-0057,Application de suivi de grossesse pour zones rurales,"App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies.","App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Mobile.","Application de suivi de grossesse pour zones rurales. App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Mobile.",Mobile,Dveloppement logiciel (SCRUM),Master 2,2019,Etudiant_0057,Dr. Professeur_04,15.55,geolocalisation|kotlin|mobile-money,3,1,7,Mobile,femmes|geolocalisation|internet|kotlin|mobile-money|suivi|synchronisation|synchronisation diffre
MEM-0058,Optimisation performances BDD hospitalire,"Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s.","Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Optimisation performances BDD hospitalire. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Dveloppement dirig par les tests (TDD),Licence 3,2018,Etudiant_0058,Dr. Professeur_06,16.64,datawarehouse|indexation|mongodb|nosql|postgresql,5,1,1,Bases de donnes,datawarehouse|hospitalire|indexation|mongodb|nosql|optimisation|postgresql|rcriture|rcriture de|sous postgresql
MEM-0059,Irrigation automatique intelligente,Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote.,Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Irrigation automatique intelligente. Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote. Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Systmes Embarqus,Recherche-action,Master 2,2020,Etudiant_0059,Dr. Professeur_04,11.21,arduino|embarque|energie|iot|temps-reel,5,1,0,Systmes Embarqus,arduino|eau de|embarque|energie|iot|irrigation|mois dans|sur|sur arduino|temps-reel
MEM-0060,Audit de scurit des infrastructures bancaires,"valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation.","valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.","Audit de scurit des infrastructures bancaires. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.",Cyberscurit,Recherche exprimentale,Master 2,2021,Etudiant_0060,Dr. Professeur_05,13.61,forensics|owasp|pentesting|siem,4,0,2,Cyberscurit,de scurit|forensics|locale par|owasp|pentesting|pntration|pntration analyse|scurit|siem
MEM-0061,Implmentation d'un SIEM open source,Dploiement et configuration de Wazuh/ELK Stack pour la dtection d'intrusions en temps rel. Dfinition de 120 rgles de corrlation et procdures de rponse aux incidents pour une PME.,Dploiement et configuration de Wazuh/ELK Stack pour la dtection d'intrusions en temps rel. Dfinition de 120 rgles de corrlation et procdures de rponse aux incidents pour une PME. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.,Implmentation d'un SIEM open source. Dploiement et configuration de Wazuh/ELK Stack pour la dtection d'intrusions en temps rel. Dfinition de 120 rgles de corrlation et procdures de rponse aux incidents pour une PME. Dploiement et configuration de Wazuh/ELK Stack pour la dtection d'intrusions en temps rel. Dfinition de 120 rgles de corrlation et procdures de rponse aux incidents pour une PME. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.,Cyberscurit,Dveloppement logiciel (SCRUM),Licence 3,2022,Etudiant_0061,Dr. Professeur_08,15.74,audit|cryptographie|owasp|pentesting,4,1,3,Dveloppement Web,audit|aux incidents|cryptographie|owasp|pentesting|procdures de|rgles de|wazuh|wazuh elk
MEM-0062,Systme de surveillance de la qualit de l'air,"Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom.","Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.","Systme de surveillance de la qualit de l'air. Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.",Systmes Embarqus,Dveloppement logiciel (SCRUM),Master 1,2024,Etudiant_0062,Dr. Professeur_11,10.74,afrique|arduino|capteurs|energie|iot|raspberry-pi,6,1,4,Rseaux,afrique|arduino|autonomes|autonomes mesurant|autonomie|capteurs|energie|iot|raspberry-pi|rseau de|transmission mqtt
MEM-0063,Audit de scurit des infrastructures bancaires,"valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation.","valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.","Audit de scurit des infrastructures bancaires. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.",Cyberscurit,Dveloppement dirig par les tests (TDD),Master 2,2020,Etudiant_0063,Dr. Professeur_13,16.06,cryptographie|forensics|pentesting,3,1,2,Cyberscurit,cryptographie|de scurit|forensics|la posture|pentesting|plan de|scurit|valuation complte
MEM-0064,Pipeline CI/CD pour quipe de dveloppement,"Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production.","Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Pipeline CI/CD pour quipe de dveloppement. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,tude de cas,Master 1,2024,Etudiant_0064,Dr. Professeur_04,19.48,aws|docker|kubernetes|microservices|monitoring|terraform,6,1,1,Bases de donnes,15 minutes|aws|docker|dploiement|en|kubernetes|microservices|monitoring|pipeline|rgression en|terraform
MEM-0065,Application de suivi de grossesse pour zones rurales,"App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies.","App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Mobile.","Application de suivi de grossesse pour zones rurales. App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Mobile.",Mobile,Dveloppement logiciel (SCRUM),Licence 3,2019,Etudiant_0065,Dr. Professeur_10,14.51,android|flutter|kotlin,3,1,7,Mobile,800|android|femmes|flutter|kotlin|suivi|synchronisation|synchronisation diffre
MEM-0066,Systme de recommandation de cours personnaliss,Nous dveloppons un moteur de recommandation hybride combinant filtrage collaboratif et content-based pour personnaliser les parcours d'apprentissage en ligne. L'valuation montre 87% de pertinence sur des donnes relles.,Nous dveloppons un moteur de recommandation hybride combinant filtrage collaboratif et content-based pour personnaliser les parcours d'apprentissage en ligne. L'valuation montre 87% de pertinence sur des donnes relles. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,Systme de recommandation de cours personnaliss. Nous dveloppons un moteur de recommandation hybride combinant filtrage collaboratif et content-based pour personnaliser les parcours d'apprentissage en ligne. L'valuation montre 87% de pertinence sur des donnes relles. Nous dveloppons un moteur de recommandation hybride combinant filtrage collaboratif et content-based pour personnaliser les parcours d'apprentissage en ligne. L'valuation montre 87% de pertinence sur des donnes relles. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,IA / Machine Learning,Recherche applique,Master 2,2020,Etudiant_0066,Dr. Professeur_09,14.25,deep-learning|machine-learning|neural-network|nlp|prediction,5,1,7,Mobile,de recommandation|deep-learning|hybride|machine-learning|neural-network|nlp|parcours|parcours apprentissage|prediction|recommandation
MEM-0067,Implmentation d'un SIEM open source,Dploiement et configuration de Wazuh/ELK Stack pour la dtection d'intrusions en temps rel. Dfinition de 120 rgles de corrlation et procdures de rponse aux incidents pour une PME.,Dploiement et configuration de Wazuh/ELK Stack pour la dtection d'intrusions en temps rel. Dfinition de 120 rgles de corrlation et procdures de rponse aux incidents pour une PME. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.,Implmentation d'un SIEM open source. Dploiement et configuration de Wazuh/ELK Stack pour la dtection d'intrusions en temps rel. Dfinition de 120 rgles de corrlation et procdures de rponse aux incidents pour une PME. Dploiement et configuration de Wazuh/ELK Stack pour la dtection d'intrusions en temps rel. Dfinition de 120 rgles de corrlation et procdures de rponse aux incidents pour une PME. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.,Cyberscurit,Dveloppement dirig par les tests (TDD),Licence 3,2018,Etudiant_0067,Dr. Professeur_08,14.39,intrusion|owasp|vulnerabilite,3,1,3,Dveloppement Web,corrlation|corrlation et|de corrlation|de wazuh|intrusion|owasp|procdures de|vulnerabilite
MEM-0068,Pipeline CI/CD pour quipe de dveloppement,"Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production.","Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Pipeline CI/CD pour quipe de dveloppement. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Prototypage rapide,Master 2,2021,Etudiant_0068,Dr. Professeur_01,16.04,aws|ci-cd|docker|kubernetes|terraform,5,0,1,Bases de donnes,aws|ci-cd|docker|dploiement|en|kubernetes|pipeline|rgression|rgression en|terraform
MEM-0069,Analyse de sentiment pour les lections africaines,Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude.,Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,Analyse de sentiment pour les lections africaines. Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude. Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,IA / Machine Learning,Dveloppement dirig par les tests (TDD),Master 1,2022,Etudiant_0069,Dr. Professeur_03,19.16,afrique|bert|nlp|python|tensorflow,5,1,4,Rseaux,afrique|avec 89|bert|camembert|modle|modle camembert|nlp|opinion|python|tensorflow
MEM-0070,Systme de monitoring applicatif temps rel,"Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min.","Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Systme de monitoring applicatif temps rel. Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Dveloppement dirig par les tests (TDD),Master 1,2018,Etudiant_0070,Dr. Professeur_06,18.58,ci-cd|devops|kubernetes|microservices|monitoring,5,1,6,Cloud / DevOps,ci-cd|de monitoring|devops|kubernetes|microservices|monitoring|prometheus|prometheus grafana|rduit de
MEM-0071,Optimisation performances BDD hospitalire,"Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s.","Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Optimisation performances BDD hospitalire. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Recherche-action,Master 1,2024,Etudiant_0071,Dr. Professeur_13,11.16,datawarehouse|etl|indexation|postgresql|sql,5,1,1,Bases de donnes,datawarehouse|etl|hospitalire|indexation|moyen de|optimisation|partitionnement|postgresql|sous postgresql|sql
MEM-0072,Analyse de sentiment pour les lections africaines,Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude.,Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,Analyse de sentiment pour les lections africaines. Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude. Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,IA / Machine Learning,Dveloppement dirig par les tests (TDD),Master 2,2021,Etudiant_0072,Dr. Professeur_13,16.25,afrique|bert|deep-learning|machine-learning|nlp|tensorflow,6,0,4,Rseaux,afrique|avec 89|bert|camembert|deep-learning|machine-learning|modle|modle camembert|nlp|opinion|tensorflow
MEM-0073,Application de suivi de grossesse pour zones rurales,"App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies.","App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Mobile.","Application de suivi de grossesse pour zones rurales. App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Mobile.",Mobile,Recherche exprimentale,Master 1,2021,Etudiant_0073,Dr. Professeur_01,13.11,android|flutter|kotlin|offline|react-native,5,1,7,Mobile,android|femmes|femmes enceintes|femmes suivies|flutter|kotlin|offline|react-native|sans|suivi
MEM-0074,Systme de vote lectronique scuris,"Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle.","Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","Systme de vote lectronique scuris. Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle. Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,Dveloppement dirig par les tests (TDD),Licence 3,2021,Etudiant_0074,Dr. Professeur_05,15.09,blockchain|django|full-stack|postgresql,4,1,2,Cyberscurit,blockchain|de vote|django|et la|full-stack|la cryptographie|postgresql|relle|vote
