id_projet,titre,description,domaine,filiere_etudiant,methodologie,score_similarite_existants,nb_mots_titre,nb_mots_description,nb_phrases_description,ratio_vocabulaire,score_mots_academiques,score_mots_techniques,score_mots_vagues,a_methodologie,a_objectifs_clairs,est_infaisable,decision
PRJ-0042,Conception d'un système de détection de fraude bancaire par deep learning au Togo,"Ce travail vise à concevoir et implémenter un système intelligent de détection de transactions frauduleuses en utilisant des réseaux de neurones LSTM appliqués aux données de mobile money au Togo. La méthodologie inclut la collecte de données anonymisées, le prétraitement, l'entraînement du modèle et l'évaluation des performances sur un jeu de test réel.",Systèmes Embarqués,Génie Logiciel,Développement logiciel (SCRUM),0.244,13,53,3,0.811,7,1,0,1,1,0,APPROUVE
PRJ-0509,Système comme Google,Créer un moteur de recherche similaire à Google pour l'Afrique.,Développement Web,Réseaux et Télécommunications,Prototypage,0.827,3,10,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0277,Application de chat en temps réel,Ce projet vise à créer une application de messagerie instantanée. Les utilisateurs pourront envoyer des messages en temps réel. On utilisera des websockets pour la communication.,Développement Web,Systèmes Embarqués,Prototypage,0.6,6,26,4,0.962,0,0,0,0,1,0,REJETE
PRJ-0331,Mise en place d'un réseau local pour une entreprise v4,"Ce projet va mettre en place un réseau local pour une petite entreprise. On va choisir les équipements, configurer les switches et les routeurs, et tester la connectivité.",Mobile,Data Science,Développement logiciel (SCRUM),0.392,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0014,Déploiement d'une infrastructure réseau WiFi communautaire à faible coût,"Cette étude propose le déploiement d'un réseau WiFi communautaire dans un quartier périurbain de Lomé en utilisant des équipements open source. Le projet couvre la conception, la simulation sous GNS3, le déploiement et la mesure des performances réelles.",Systèmes Embarqués,Réseaux et Télécommunications,Étude de cas,0.03,9,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0038,Conception d'un système de détection de fraude bancaire par deep learning au Togo,"Ce travail vise à concevoir et implémenter un système intelligent de détection de transactions frauduleuses en utilisant des réseaux de neurones LSTM appliqués aux données de mobile money au Togo. La méthodologie inclut la collecte de données anonymisées, le prétraitement, l'entraînement du modèle et l'évaluation des performances sur un jeu de test réel.",Réseaux,Réseaux et Télécommunications,Étude de cas,0.417,13,53,3,0.811,7,1,0,1,1,0,APPROUVE
PRJ-0098,Déploiement d'une infrastructure réseau WiFi communautaire à faible coût,"Cette étude propose le déploiement d'un réseau WiFi communautaire dans un quartier périurbain de Lomé en utilisant des équipements open source. Le projet couvre la conception, la simulation sous GNS3, le déploiement et la mesure des performances réelles.",Cloud / DevOps,Data Science,Développement logiciel (SCRUM),0.171,9,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0473,Intelligence artificielle générale,Créer une intelligence artificielle générale capable de tout faire comme un humain.,Cloud / DevOps,Génie Informatique,Développement logiciel (SCRUM),0.84,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0231,Classification automatique de documents administratifs par traitement du langage naturel — Cas d'étude 1,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numérisés en catégories prédéfinies. L'objectif est de réduire le temps de traitement manuel dans les services administratifs.",Systèmes Embarqués,Réseaux et Télécommunications,Étude de cas,0.437,14,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0240,Déploiement d'une infrastructure réseau WiFi communautaire à faible coût,"Cette étude propose le déploiement d'un réseau WiFi communautaire dans un quartier périurbain de Lomé en utilisant des équipements open source. Le projet couvre la conception, la simulation sous GNS3, le déploiement et la mesure des performances réelles.",Systèmes Embarqués,Génie Logiciel,Recherche appliquée,0.024,9,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0004,Implémentation d'un SIEM open source pour la détection d'intrusions en entreprise,Ce travail consiste à déployer et configurer un SIEM basé sur Wazuh/ELK Stack pour centraliser la gestion des logs et détecter les intrusions dans une PME locale. Il inclut la définition des règles de corrélation et les procédures de réponse aux incidents.,IA / Machine Learning,Réseaux et Télécommunications,Étude de cas,0.265,11,42,3,0.857,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0491,Intelligence artificielle générale,Créer une intelligence artificielle générale capable de tout faire comme un humain.,Cybersécurité,Cybersécurité,Recherche appliquée,0.914,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0074,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numérisés en catégories prédéfinies. L'objectif est de réduire le temps de traitement manuel dans les services administratifs.",IA / Machine Learning,Data Science,Recherche appliquée,0.183,10,32,3,0.906,1,2,0,0,1,0,APPROUVE
PRJ-0137,Système embarqué de surveillance environnementale basé sur IoT,"Ce projet développe un système de capteurs connectés (Arduino + Raspberry Pi) pour surveiller la qualité de l'air, l'humidité et la température dans un environnement industriel. Les données sont transmises via MQTT et visualisées sur un dashboard Grafana.",Cloud / DevOps,Génie Informatique,Recherche appliquée,0.269,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0209,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",Systèmes Embarqués,Génie Logiciel,Recherche appliquée,0.158,10,37,3,0.865,3,2,0,0,0,0,APPROUVE
PRJ-0594,Système comme Google,Créer un moteur de recherche similaire à Google pour l'Afrique.,Systèmes Embarqués,Cybersécurité,Prototypage,0.503,3,10,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0144,Conception d'un système de détection de fraude bancaire par deep learning au Togo,"Ce travail vise à concevoir et implémenter un système intelligent de détection de transactions frauduleuses en utilisant des réseaux de neurones LSTM appliqués aux données de mobile money au Togo. La méthodologie inclut la collecte de données anonymisées, le prétraitement, l'entraînement du modèle et l'évaluation des performances sur un jeu de test réel.",Cloud / DevOps,Génie Logiciel,Recherche expérimentale,0.244,13,53,3,0.811,7,1,0,1,1,0,APPROUVE
PRJ-0246,Conception d'un entrepôt de données pour le suivi épidémiologique au Ministère de la Santé — Cas d'étude 6,"Ce projet vise à concevoir un data warehouse selon la modélisation en étoile pour centraliser les données épidémiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le déploiement sous PostgreSQL et la création de rapports analytiques sur Power BI.",Bases de données,Réseaux et Télécommunications,Recherche expérimentale,0.096,18,41,3,0.927,2,1,0,0,1,0,APPROUVE
PRJ-0397,Étude sur la sécurité des réseaux wifi,Ce projet parle de la sécurité wifi. On va voir comment sécuriser un réseau wifi et quels sont les problèmes qui existent avec les réseaux sans fil dans les entreprises.,Bases de données,Génie Logiciel,Développement logiciel (SCRUM),0.407,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0358,Développement d'une application Android pour les transports,On va développer une application Android pour les transports en commun. L'application montrera les horaires et les itinéraires disponibles dans la ville.,Bases de données,Génie Informatique,Recherche appliquée,0.232,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0441,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Développement Web,Data Science,Recherche appliquée,0.536,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0129,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numérisés en catégories prédéfinies. L'objectif est de réduire le temps de traitement manuel dans les services administratifs.",Développement Web,Réseaux et Télécommunications,Recherche expérimentale,0.432,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0600,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Mobile,Réseaux et Télécommunications,Prototypage,0.802,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0034,Développement d'une application mobile de télémédecine pour les zones rurales togolaises,"Cette étude propose le développement d'une application Android permettant aux patients des zones rurales d'accéder à des consultations médicales à distance. L'application intègre un module de géolocalisation des centres de santé, un système de prise de rendez-vous et un dossier médical numérique simplifié.",Cloud / DevOps,Systèmes Embarqués,Développement logiciel (SCRUM),0.159,11,43,3,0.814,2,1,0,0,0,0,APPROUVE
PRJ-0089,Implémentation d'un SIEM open source pour la détection d'intrusions en entreprise,Ce travail consiste à déployer et configurer un SIEM basé sur Wazuh/ELK Stack pour centraliser la gestion des logs et détecter les intrusions dans une PME locale. Il inclut la définition des règles de corrélation et les procédures de réponse aux incidents.,Développement Web,Systèmes Embarqués,Étude de cas,0.318,11,42,3,0.857,1,0,0,0,1,0,APPROUVE
PRJ-0242,Mise en place d'un système de vote électronique sécurisé pour les élections universitaires,"Ce projet consiste à concevoir et déployer une plateforme de vote électronique sécurisée basée sur la cryptographie asymétrique et la blockchain légère. L'objectif est de garantir l'anonymat, l'intégrité et la traçabilité des votes lors des élections au sein de l'université.",Cybersécurité,Data Science,Recherche appliquée,0.262,13,40,3,0.825,4,1,0,0,1,0,APPROUVE
PRJ-0342,Application de chat en temps réel,Ce projet vise à créer une application de messagerie instantanée. Les utilisateurs pourront envoyer des messages en temps réel. On utilisera des websockets pour la communication.,Systèmes Embarqués,Data Science,Étude de cas,0.259,6,26,4,0.962,0,0,0,0,1,0,REJETE
PRJ-0584,Système comme Google,Créer un moteur de recherche similaire à Google pour l'Afrique.,IA / Machine Learning,Réseaux et Télécommunications,Recherche expérimentale,0.883,3,10,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0218,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numérisés en catégories prédéfinies. L'objectif est de réduire le temps de traitement manuel dans les services administratifs.",IA / Machine Learning,Réseaux et Télécommunications,Étude de cas,0.3,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0278,Création d'un site web pour une école,"Le projet consiste à créer un site web pour une école. Le site aura des pages pour présenter l'école, les cours et les professeurs. Il y aura aussi un espace pour les étudiants.",Développement Web,Data Science,Recherche appliquée,0.377,7,33,4,0.758,0,0,0,0,1,0,REJETE
PRJ-0488,Application,Une application mobile.,IA / Machine Learning,Systèmes Embarqués,Prototypage,0.597,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0300,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,IA / Machine Learning,Génie Logiciel,Développement logiciel (SCRUM),0.51,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0521,Faire un jeu vidéo,Je veux faire un jeu. Ce sera amusant.,Réseaux,Génie Logiciel,Étude de cas,0.885,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0389,Application pour gérer les notes des étudiants,Je veux faire une application pour gérer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Développement Web,Génie Informatique,Développement logiciel (SCRUM),0.661,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0447,Mise en place d'un réseau local pour une entreprise v3,"Ce projet va mettre en place un réseau local pour une petite entreprise. On va choisir les équipements, configurer les switches et les routeurs, et tester la connectivité.",IA / Machine Learning,Systèmes Embarqués,Recherche expérimentale,0.676,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0595,Intelligence artificielle générale,Créer une intelligence artificielle générale capable de tout faire comme un humain.,Développement Web,Data Science,Recherche appliquée,0.549,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0527,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Cybersécurité,Data Science,Recherche expérimentale,0.807,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0197,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",Mobile,Systèmes Embarqués,Développement logiciel (SCRUM),0.02,10,37,3,0.865,3,2,0,0,0,0,APPROUVE
PRJ-0202,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",Bases de données,Réseaux et Télécommunications,Étude de cas,0.097,8,40,3,0.8,3,0,0,0,0,0,APPROUVE
PRJ-0076,Système embarqué de surveillance environnementale basé sur IoT — Cas d'étude 6,"Ce projet développe un système de capteurs connectés (Arduino + Raspberry Pi) pour surveiller la qualité de l'air, l'humidité et la température dans un environnement industriel. Les données sont transmises via MQTT et visualisées sur un dashboard Grafana.",Cybersécurité,Génie Informatique,Développement logiciel (SCRUM),0.23,12,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0309,Système de gestion de bibliothèque,"Développer un logiciel de gestion de bibliothèque qui permet d'enregistrer les livres, les emprunts et les retours. Le système aura une interface simple pour les bibliothécaires.",Bases de données,Systèmes Embarqués,Recherche appliquée,0.474,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0569,Copie du système bancaire,Reproduire exactement le système de la banque Ecobank avec toutes ses fonctionnalités en 2 mois.,IA / Machine Learning,Cybersécurité,Prototypage,0.536,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0432,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Réseaux,Cybersécurité,Étude de cas,0.45,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0458,Application de chat en temps réel,Ce projet vise à créer une application de messagerie instantanée. Les utilisateurs pourront envoyer des messages en temps réel. On utilisera des websockets pour la communication.,Mobile,Data Science,Prototypage,0.293,6,26,4,0.962,0,0,0,0,1,0,REJETE
PRJ-0177,Conception d'un entrepôt de données pour le suivi épidémiologique au Ministère de la Santé,"Ce projet vise à concevoir un data warehouse selon la modélisation en étoile pour centraliser les données épidémiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le déploiement sous PostgreSQL et la création de rapports analytiques sur Power BI.",Bases de données,Data Science,Recherche appliquée,0.116,14,41,3,0.927,2,1,0,0,1,0,APPROUVE
PRJ-0108,Système embarqué de surveillance environnementale basé sur IoT,"Ce projet développe un système de capteurs connectés (Arduino + Raspberry Pi) pour surveiller la qualité de l'air, l'humidité et la température dans un environnement industriel. Les données sont transmises via MQTT et visualisées sur un dashboard Grafana.",Bases de données,Génie Informatique,Recherche expérimentale,0.432,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0099,Système embarqué de surveillance environnementale basé sur IoT,"Ce projet développe un système de capteurs connectés (Arduino + Raspberry Pi) pour surveiller la qualité de l'air, l'humidité et la température dans un environnement industriel. Les données sont transmises via MQTT et visualisées sur un dashboard Grafana.",Systèmes Embarqués,Réseaux et Télécommunications,Développement logiciel (SCRUM),0.243,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0203,Déploiement d'une infrastructure réseau WiFi communautaire à faible coût,"Cette étude propose le déploiement d'un réseau WiFi communautaire dans un quartier périurbain de Lomé en utilisant des équipements open source. Le projet couvre la conception, la simulation sous GNS3, le déploiement et la mesure des performances réelles.",Développement Web,Data Science,Étude de cas,0.179,9,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0413,Système de gestion de bibliothèque,"Développer un logiciel de gestion de bibliothèque qui permet d'enregistrer les livres, les emprunts et les retours. Le système aura une interface simple pour les bibliothécaires.",Cloud / DevOps,Réseaux et Télécommunications,Recherche expérimentale,0.293,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0442,Mise en place d'un réseau local pour une entreprise,"Ce projet va mettre en place un réseau local pour une petite entreprise. On va choisir les équipements, configurer les switches et les routeurs, et tester la connectivité.",Mobile,Cybersécurité,Prototypage,0.648,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0154,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",Cloud / DevOps,Systèmes Embarqués,Recherche appliquée,0.15,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0575,Application,Une application mobile.,Systèmes Embarqués,Systèmes Embarqués,Recherche appliquée,0.89,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0598,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un résumé de ce que j'ai trouvé.,Mobile,Data Science,Étude de cas,0.795,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0027,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",Cloud / DevOps,Réseaux et Télécommunications,Prototypage,0.237,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0478,Application,Une application mobile.,Cybersécurité,Systèmes Embarqués,Recherche appliquée,0.504,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0045,Implémentation d'un SIEM open source pour la détection d'intrusions en entreprise,Ce travail consiste à déployer et configurer un SIEM basé sur Wazuh/ELK Stack pour centraliser la gestion des logs et détecter les intrusions dans une PME locale. Il inclut la définition des règles de corrélation et les procédures de réponse aux incidents.,Réseaux,Cybersécurité,Prototypage,0.401,11,42,3,0.857,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0378,Système de gestion de bibliothèque,"Développer un logiciel de gestion de bibliothèque qui permet d'enregistrer les livres, les emprunts et les retours. Le système aura une interface simple pour les bibliothécaires.",IA / Machine Learning,Génie Logiciel,Recherche expérimentale,0.407,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0308,Système de gestion de bibliothèque,"Développer un logiciel de gestion de bibliothèque qui permet d'enregistrer les livres, les emprunts et les retours. Le système aura une interface simple pour les bibliothécaires.",Systèmes Embarqués,Cybersécurité,Recherche appliquée,0.696,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0280,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Systèmes Embarqués,Cybersécurité,Étude de cas,0.6,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0476,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Développement Web,Génie Logiciel,Recherche appliquée,0.672,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0421,Développement d'une application Android pour les transports,On va développer une application Android pour les transports en commun. L'application montrera les horaires et les itinéraires disponibles dans la ville.,Réseaux,Cybersécurité,Prototypage,0.713,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0150,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",Bases de données,Systèmes Embarqués,Recherche expérimentale,0.187,8,40,3,0.8,3,0,0,0,0,0,APPROUVE
PRJ-0111,Développement d'une application mobile de télémédecine pour les zones rurales togolaises — Cas d'étude 1,"Cette étude propose le développement d'une application Android permettant aux patients des zones rurales d'accéder à des consultations médicales à distance. L'application intègre un module de géolocalisation des centres de santé, un système de prise de rendez-vous et un dossier médical numérique simplifié.",Bases de données,Cybersécurité,Prototypage,0.203,15,43,3,0.814,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0142,Implémentation d'un SIEM open source pour la détection d'intrusions en entreprise,Ce travail consiste à déployer et configurer un SIEM basé sur Wazuh/ELK Stack pour centraliser la gestion des logs et détecter les intrusions dans une PME locale. Il inclut la définition des règles de corrélation et les procédures de réponse aux incidents.,Cloud / DevOps,Cybersécurité,Développement logiciel (SCRUM),0.13,11,42,3,0.857,1,0,0,0,1,0,APPROUVE
PRJ-0013,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",IA / Machine Learning,Réseaux et Télécommunications,Développement logiciel (SCRUM),0.379,10,37,3,0.865,3,2,0,0,0,0,APPROUVE
PRJ-0189,Conception d'un entrepôt de données pour le suivi épidémiologique au Ministère de la Santé,"Ce projet vise à concevoir un data warehouse selon la modélisation en étoile pour centraliser les données épidémiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le déploiement sous PostgreSQL et la création de rapports analytiques sur Power BI.",Bases de données,Génie Logiciel,Recherche expérimentale,0.055,14,41,3,0.927,2,1,0,0,1,0,APPROUVE
PRJ-0384,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Cloud / DevOps,Génie Logiciel,Prototypage,0.404,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0404,Application pour gérer les notes des étudiants,Je veux faire une application pour gérer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Développement Web,Data Science,Prototypage,0.328,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0310,Mise en place d'un réseau local pour une entreprise,"Ce projet va mettre en place un réseau local pour une petite entreprise. On va choisir les équipements, configurer les switches et les routeurs, et tester la connectivité.",Bases de données,Réseaux et Télécommunications,Recherche expérimentale,0.72,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0035,Développement d'une application mobile de télémédecine pour les zones rurales togolaises,"Cette étude propose le développement d'une application Android permettant aux patients des zones rurales d'accéder à des consultations médicales à distance. L'application intègre un module de géolocalisation des centres de santé, un système de prise de rendez-vous et un dossier médical numérique simplifié.",Développement Web,Réseaux et Télécommunications,Recherche expérimentale,0.328,11,43,3,0.814,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0456,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Cloud / DevOps,Réseaux et Télécommunications,Prototypage,0.536,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0257,Création d'un site web pour une école,"Le projet consiste à créer un site web pour une école. Le site aura des pages pour présenter l'école, les cours et les professeurs. Il y aura aussi un espace pour les étudiants.",Réseaux,Systèmes Embarqués,Recherche appliquée,0.25,7,33,4,0.758,0,0,0,0,1,0,REJETE
PRJ-0477,Étude de tout ce qui concerne les réseaux,Ce mémoire va couvrir tous les aspects des réseaux informatiques depuis les débuts jusqu'à aujourd'hui.,Cybersécurité,Génie Informatique,Recherche expérimentale,0.562,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0217,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",Cloud / DevOps,Génie Logiciel,Recherche appliquée,0.051,10,37,3,0.865,3,2,0,0,0,0,APPROUVE
PRJ-0299,Étude sur la sécurité des réseaux wifi v2,Ce projet parle de la sécurité wifi. On va voir comment sécuriser un réseau wifi et quels sont les problèmes qui existent avec les réseaux sans fil dans les entreprises.,Cybersécurité,Réseaux et Télécommunications,Prototypage,0.293,8,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0307,Création d'un site web pour une école v4,"Le projet consiste à créer un site web pour une école. Le site aura des pages pour présenter l'école, les cours et les professeurs. Il y aura aussi un espace pour les étudiants.",Cloud / DevOps,Cybersécurité,Étude de cas,0.36,8,33,4,0.758,0,0,0,0,1,0,REJETE
PRJ-0032,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",Cybersécurité,Génie Informatique,Prototypage,0.218,10,37,3,0.865,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0151,Système embarqué de surveillance environnementale basé sur IoT — Cas d'étude 1,"Ce projet développe un système de capteurs connectés (Arduino + Raspberry Pi) pour surveiller la qualité de l'air, l'humidité et la température dans un environnement industriel. Les données sont transmises via MQTT et visualisées sur un dashboard Grafana.",Cybersécurité,Génie Logiciel,Recherche appliquée,0.173,12,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0548,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un résumé de ce que j'ai trouvé.,Réseaux,Génie Informatique,Prototypage,0.914,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0244,Implémentation d'un SIEM open source pour la détection d'intrusions en entreprise,Ce travail consiste à déployer et configurer un SIEM basé sur Wazuh/ELK Stack pour centraliser la gestion des logs et détecter les intrusions dans une PME locale. Il inclut la définition des règles de corrélation et les procédures de réponse aux incidents.,Cybersécurité,Génie Informatique,Prototypage,0.148,11,42,3,0.857,1,0,0,0,1,0,APPROUVE
PRJ-0283,Mise en place d'un réseau local pour une entreprise v4,"Ce projet va mettre en place un réseau local pour une petite entreprise. On va choisir les équipements, configurer les switches et les routeurs, et tester la connectivité.",Systèmes Embarqués,Data Science,Étude de cas,0.237,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0409,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Mobile,Systèmes Embarqués,Recherche appliquée,0.25,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0287,Développement d'une application Android pour les transports v2,On va développer une application Android pour les transports en commun. L'application montrera les horaires et les itinéraires disponibles dans la ville.,Mobile,Génie Informatique,Étude de cas,0.265,8,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0325,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Réseaux,Systèmes Embarqués,Prototypage,0.427,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0501,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Cybersécurité,Génie Logiciel,Prototypage,0.914,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0235,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",IA / Machine Learning,Systèmes Embarqués,Prototypage,0.261,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
