id_paire,texte_a,texte_b,categorie_similarite,score_similarite
PAIR-00671,"L'objectif de cette tude est de rsoudre le manque d'accessibilit aux services dans les zones rurales grce  une application de covoiturage universitaire. Nous utilisons machine learning et scikit-learn combin avec une tude de cas approfondie avec donnes relles pour atteindre cet objectif. L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 90% de prcision. Les performances obtenues dpassent les solutions existantes de 39%. L'interface utilisateur a t valide par 20 utilisateurs rels. Ce mmoire prsente une application de covoiturage universitaire comme solution  le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.","L'objectif de cette tude est de traiter le manque d'accessibilit aux services dans les zones rurales grce une logiciel de covoiturage universitaire. Nous utilisons machine learning et scikit-learn combin avec une tude de cas approfondie avec informations relles pour atteindre cet but L'approche mthodologique retenue est une tude de cas approfondie avec informations relles. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss indiquent que notre rponse atteint 90% de prcision. Les performances obtenues dpassent les solutions existantes de 39%. L'interface utilisateur a t valide par 20 utilisateurs finaux rels. Ce mmoire prsente une logiciel de covoiturage universitaire comme rponse le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",PLAGIAT_TOTAL,0.805
PAIR-00133,"Dans le cadre de ce mmoire, nous proposons un chatbot d'assistance mdicale. Face  les pertes financires dues aux erreurs humaines, nous avons choisi d'utiliser Django et PostgreSQL comme solution principale. La mthodologie adopte est la recherche exprimentale avec validation empirique. Pour raliser ce projet, nous avons adopt la recherche exprimentale avec validation empirique. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 5 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 3239 enregistrements. Les rsultats indiquent une amlioration de 19% par rapport  l'approche classique. Le temps de rponse moyen est de 272ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un chatbot d'assistance mdicale. Notre solution apporte une rponse concrte  les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Dans le cadre de ce mmoire, nous proposons une plateforme de gestion des ressources humaines. Face  la scurit insuffisante des donnes personnelles, nous avons choisi d'utiliser Arduino et Raspberry Pi comme solution principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines. La mthodologie de dveloppement choisie est SCRUM avec des sprints de 2 semaines. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 96% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 22% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 50 experts du domaine. Ce travail a permis de dvelopper une plateforme de gestion des ressources humaines qui rpond efficacement  la scurit insuffisante des donnes personnelles. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.",ORIGINAL,0.167
PAIR-00539,"Ce projet de fin d'tudes porte sur un systme de dtection de fraude bancaire. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une solution base sur deep learning et PyTorch en suivant une approche la recherche-action avec participation des utilisateurs finaux. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 94% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 36% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 29 experts du domaine. En conclusion, nous avons conu et implment un systme de dtection de fraude bancaire. Notre solution apporte une rponse concrte  la scurit insuffisante des donnes personnelles. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce projet de fin d'tudes porte sur un outil de dtection de fraude bancaire. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une rponse base sur deep learning et PyTorch en suivant une mthode la recherche-action avec participation des utilisateurs finaux. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 94% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 36% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 29 experts du domaine. En conclusion, nous avons conu et implment un outil de dtection de fraude bancaire. Notre solution apporte une rponse concrte la scurit insuffisante des donnes personnelles. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du outil",PLAGIAT_PARTIEL,0.634
PAIR-00517,"L'objectif de cette tude est de rsoudre le manque d'accessibilit aux services dans les zones rurales grce  un systme de surveillance de la qualit de l'air. Nous utilisons Django et PostgreSQL combin avec la recherche exprimentale avec validation empirique pour atteindre cet objectif. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 6998 enregistrements. Les rsultats indiquent une amlioration de 36% par rapport  l'approche classique. Le temps de rponse moyen est de 416ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un systme de surveillance de la qualit de l'air qui rpond efficacement  le manque d'accessibilit aux services dans les zones rurales. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","L'objectif de cette tude est de rsoudre le manque d'accessibilit aux services dans les zones rurales grce un outil de surveillance de la qualit de l'air. Nous utilisons Django et PostgreSQL combin avec la recherche exprimentale avec validation empirique pour atteindre cet objectif. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 6998 enregistrements. Les performances indiquent une optimisation de 36% par rapport l'approche classique. Le temps de rponse moyen est de 416ms, ce qui rpond aux exigences. Ce travail a permis de construire un outil de surveillance de la qualit de l'air qui rpond efficacement le manque d'accessibilit aux services dans les zones rurales. Les rsultats acquis sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.",PLAGIAT_PARTIEL,0.607
PAIR-00008,"Dans le cadre de ce mmoire, nous proposons une plateforme de tlmdecine. Face  la scurit insuffisante des donnes personnelles, nous avons choisi d'utiliser blockchain et smart contracts comme solution principale. La mthodologie adopte est la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 5136 enregistrements. Les rsultats indiquent une amlioration de 39% par rapport  l'approche classique. Le temps de rponse moyen est de 101ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper une plateforme de tlmdecine qui rpond efficacement  la scurit insuffisante des donnes personnelles. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Dans le cadre de ce mmoire, nous proposons un systme de contrle d'accs biomtrique. Face  la lenteur des processus manuels actuels, nous avons choisi d'utiliser React et FastAPI comme solution principale. La mthodologie adopte est le prototypage rapide et l'itration continue. La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 83% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 36% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 44 experts du domaine. En conclusion, nous avons conu et implment un systme de contrle d'accs biomtrique. Notre solution apporte une rponse concrte  la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.125
PAIR-00694,"Dans le cadre de ce mmoire, nous proposons un systme de dtection de fraude bancaire. Face  les pertes financires dues aux erreurs humaines, nous avons choisi d'utiliser blockchain et smart contracts comme solution principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines. La mthodologie de dveloppement choisie est SCRUM avec des sprints de 2 semaines. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les tests raliss montrent que notre solution atteint 84% de prcision. Les performances obtenues dpassent les solutions existantes de 30%. L'interface utilisateur a t valide par 28 utilisateurs rels. En conclusion, nous avons conu et implment un systme de dtection de fraude bancaire. Notre solution apporte une rponse concrte  les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Dans le cadre de ce mmoire, nous proposons un outil de dtection de fraude bancaire. Face les pertes financires dues aux erreurs humaines, nous avons choisi d'utiliser blockchain et smart contracts comme rponse principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines. La mthodologie de dveloppement choisie est SCRUM avec des sprints de 2 semaines. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les tests raliss indiquent que notre solution atteint 84% de prcision. Les performances obtenues dpassent les solutions existantes de 30%. L'interface utilisateur a t valide par 28 utilisateurs finaux rels. En conclusion, nous avons conu et implment un systme de dtection de fraude bancaire. Notre rponse apporte une rponse concrte les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du outil",PLAGIAT_TOTAL,0.886
PAIR-00623,"L'objectif de cette tude est de rsoudre la lenteur des processus manuels actuels grce  une application de paiement mobile scurise. Nous utilisons Arduino et Raspberry Pi combin avec une tude de cas approfondie avec donnes relles pour atteindre cet objectif. La mthodologie de dveloppement choisie est une tude de cas approfondie avec donnes relles. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 95% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 41% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 28 experts du domaine. En conclusion, nous avons conu et implment une application de paiement mobile scurise. Notre solution apporte une rponse concrte  la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","L'objectif de cette tude est de traiter la lenteur des processus manuels actuels grce une logiciel de paiement mobile scurise. Nous utilisons Arduino et Raspberry Pi combin avec une tude de cas approfondie avec informations relles pour atteindre cet but La mthodologie de dveloppement choisie est une tude de cas approfondie avec informations relles. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre mthode avec 95% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 41% sur les mtriques cls. Ces performances ont t valids par une quipe de 28 experts du domaine. En conclusion, nous avons conu et implment une logiciel de paiement mobile scurise. Notre solution apporte une rponse concrte la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du outil",PLAGIAT_TOTAL,0.827
PAIR-00156,"L'objectif de cette tude est de rsoudre la difficult d'accs aux soins mdicaux grce  un systme de vote lectronique. Nous utilisons Flutter et Firebase combin avec SCRUM avec des sprints de 2 semaines pour atteindre cet objectif. L'approche mthodologique retenue est SCRUM avec des sprints de 2 semaines. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 92% de prcision. Les performances obtenues dpassent les solutions existantes de 23%. L'interface utilisateur a t valide par 22 utilisateurs rels. En conclusion, nous avons conu et implment un systme de vote lectronique. Notre solution apporte une rponse concrte  la difficult d'accs aux soins mdicaux. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Dans le cadre de ce mmoire, nous proposons un chatbot d'assistance mdicale. Face  les pertes financires dues aux erreurs humaines, nous avons choisi d'utiliser Django et PostgreSQL comme solution principale. La mthodologie adopte est la recherche exprimentale avec validation empirique. Pour raliser ce projet, nous avons adopt la recherche exprimentale avec validation empirique. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 5 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 3239 enregistrements. Les rsultats indiquent une amlioration de 19% par rapport  l'approche classique. Le temps de rponse moyen est de 272ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un chatbot d'assistance mdicale. Notre solution apporte une rponse concrte  les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.077
PAIR-00406,"Dans le cadre de ce mmoire, nous proposons un systme de gestion des stocks intelligents. Face  la difficult d'accs aux soins mdicaux, nous avons choisi d'utiliser React et FastAPI comme solution principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines. L'approche mthodologique retenue est SCRUM avec des sprints de 2 semaines. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 82% de prcision. Les performances obtenues dpassent les solutions existantes de 37%. L'interface utilisateur a t valide par 50 utilisateurs rels. Ce travail a permis de dvelopper un systme de gestion des stocks intelligents qui rpond efficacement  la difficult d'accs aux soins mdicaux. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Dans le cadre de ce mmoire, nous proposons un systme de gestion des stocks intelligents. Face la difficult d'accs aux soins mdicaux, nous avons choisi d'utiliser React et FastAPI comme solution principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines. L'approche mthodologique retenue est SCRUM avec des sprints de 2 semaines. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss indiquent que notre solution atteint 82% de prcision. Les performances obtenues dpassent les solutions existantes de 37%. L'interface utilisateur a t valide par 50 utilisateurs rels. Ce travail a permis de dvelopper un systme de gestion des stocks intelligents qui rpond efficacement la difficult d'accs aux soins mdicaux. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.",SIMILAIRE,0.442
PAIR-00283,"Ce projet de fin d'tudes porte sur une application de covoiturage universitaire. La motivation principale est la difficult d'accs aux soins mdicaux qui constitue un dfi majeur. Nous proposons une solution base sur machine learning et scikit-learn en suivant une approche le prototypage rapide et l'itration continue. L'approche mthodologique retenue est le prototypage rapide et l'itration continue. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 1227 enregistrements. Les rsultats indiquent une amlioration de 21% par rapport  l'approche classique. Le temps de rponse moyen est de 412ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment une application de covoiturage universitaire. Notre solution apporte une rponse concrte  la difficult d'accs aux soins mdicaux. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Dans le cadre de ce mmoire, nous proposons un moteur de recommandation de cours. Face  l'absence d'outils adapts au contexte africain, nous avons choisi d'utiliser NLP et transformers BERT comme solution principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines. La mthodologie de dveloppement choisie est SCRUM avec des sprints de 2 semaines. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 87% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 39% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 43 experts du domaine. En conclusion, nous avons conu et implment un moteur de recommandation de cours. Notre solution apporte une rponse concrte  l'absence d'outils adapts au contexte africain. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.161
PAIR-00166,"Ce travail vise  concevoir et implmenter un systme de prdiction du dcrochage scolaire en utilisant NLP et transformers BERT. La problmatique principale est les pertes financires dues aux erreurs humaines. Notre approche repose sur le prototypage rapide et l'itration continue. L'approche mthodologique retenue est le prototypage rapide et l'itration continue. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 9560 enregistrements. Les rsultats indiquent une amlioration de 22% par rapport  l'approche classique. Le temps de rponse moyen est de 242ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un systme de prdiction du dcrochage scolaire. Notre solution apporte une rponse concrte  les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Dans le cadre de ce mmoire, nous proposons une plateforme de gestion des ressources humaines. Face  le manque de traabilit dans les processus administratifs, nous avons choisi d'utiliser blockchain et smart contracts comme solution principale. La mthodologie adopte est la recherche-action avec participation des utilisateurs finaux. La mthodologie de dveloppement choisie est la recherche-action avec participation des utilisateurs finaux. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 94% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 31% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 33 experts du domaine. Ce travail a permis de dvelopper une plateforme de gestion des ressources humaines qui rpond efficacement  le manque de traabilit dans les processus administratifs. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.",ORIGINAL,0.186
PAIR-00413,"Dans le cadre de ce mmoire, nous proposons un outil d'analyse de sentiment sur les rseaux sociaux. Face  le cot lev des solutions existantes sur le march, nous avons choisi d'utiliser React et FastAPI comme solution principale. La mthodologie adopte est la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 93% de prcision. Les performances obtenues dpassent les solutions existantes de 20%. L'interface utilisateur a t valide par 27 utilisateurs rels. Ce travail a permis de dvelopper un outil d'analyse de sentiment sur les rseaux sociaux qui rpond efficacement  le cot lev des solutions existantes sur le march. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Dans le cadre de ce mmoire, nous proposons un outil d'analyse de sentiment sur les rseaux sociaux. Face le cot lev des solutions existantes sur le march, nous avons choisi d'utiliser React et FastAPI comme solution principale. La mthodologie adopte est la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 93% de prcision. Les performances obtenues dpassent les solutions existantes de 20%. L'interface utilisateur a t valide par 27 utilisateurs rels. Ce travail a permis de dvelopper un outil d'analyse de sentiment sur les rseaux sociaux qui rpond efficacement le cot lev des solutions existantes sur le march. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.",SIMILAIRE,0.351
PAIR-00243,"Ce projet de fin d'tudes porte sur un moteur de recommandation de cours. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une solution base sur Docker et Kubernetes en suivant une approche la recherche exprimentale avec validation empirique. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 81% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 41% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 14 experts du domaine. Ce travail a permis de dvelopper un moteur de recommandation de cours qui rpond efficacement  la scurit insuffisante des donnes personnelles. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Dans le cadre de ce mmoire, nous proposons un systme de dtection de fraude bancaire. Face  la lenteur des processus manuels actuels, nous avons choisi d'utiliser Docker et Kubernetes comme solution principale. La mthodologie adopte est une tude de cas approfondie avec donnes relles. La mthodologie de dveloppement choisie est une tude de cas approfondie avec donnes relles. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 96% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 35% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 41 experts du domaine. En conclusion, nous avons conu et implment un systme de dtection de fraude bancaire. Notre solution apporte une rponse concrte  la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.154
PAIR-00072,"Ce travail vise  concevoir et implmenter un outil d'analyse de sentiment sur les rseaux sociaux en utilisant Docker et Kubernetes. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur une tude de cas approfondie avec donnes relles. La mthodologie de dveloppement choisie est une tude de cas approfondie avec donnes relles. Nous avons structur le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 92% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 45% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 45 experts du domaine. En conclusion, nous avons conu et implment un outil d'analyse de sentiment sur les rseaux sociaux. Notre solution apporte une rponse concrte  le manque d'accessibilit aux services dans les zones rurales. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce travail vise  concevoir et implmenter une application de covoiturage universitaire en utilisant machine learning et scikit-learn. La problmatique principale est l'absence d'outils adapts au contexte africain. Notre approche repose sur la recherche-action avec participation des utilisateurs finaux. L'approche mthodologique retenue est la recherche-action avec participation des utilisateurs finaux. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 86% de prcision. Les performances obtenues dpassent les solutions existantes de 23%. L'interface utilisateur a t valide par 15 utilisateurs rels. Ce travail a permis de dvelopper une application de covoiturage universitaire qui rpond efficacement  l'absence d'outils adapts au contexte africain. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.",ORIGINAL,0.105
PAIR-00356,"Ce projet de fin d'tudes porte sur une plateforme e-commerce pour artisans locaux. La motivation principale est la difficult d'accs aux soins mdicaux qui constitue un dfi majeur. Nous proposons une solution base sur blockchain et smart contracts en suivant une approche SCRUM avec des sprints de 2 semaines. L'approche mthodologique retenue est SCRUM avec des sprints de 2 semaines. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 84% de prcision. Les performances obtenues dpassent les solutions existantes de 30%. L'interface utilisateur a t valide par 30 utilisateurs rels. En conclusion, nous avons conu et implment une plateforme e-commerce pour artisans locaux. Notre solution apporte une rponse concrte  la difficult d'accs aux soins mdicaux. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce projet de fin d'tudes porte sur une plateforme e-commerce pour artisans locaux. La motivation principale est la difficult d'accs aux soins mdicaux qui constitue un dfi majeur. Nous proposons une solution base sur blockchain et smart contracts en suivant une mthode SCRUM avec des sprints de 2 semaines. L'approche mthodologique retenue est SCRUM avec des sprints de 2 semaines. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 84% de prcision. Les performances obtenues dpassent les solutions existantes de 30%. L'interface utilisateur a t valide par 30 utilisateurs rels. En conclusion, nous avons conu et implment une plateforme e-commerce pour artisans locaux. Notre solution apporte une rponse concrte la difficult d'accs aux soins mdicaux. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",SIMILAIRE,0.317
PAIR-00650,"Ce projet de fin d'tudes porte sur une plateforme de gestion des ressources humaines. La motivation principale est le cot lev des solutions existantes sur le march qui constitue un dfi majeur. Nous proposons une solution base sur Docker et Kubernetes en suivant une approche la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 1975 enregistrements. Les rsultats indiquent une amlioration de 30% par rapport  l'approche classique. Le temps de rponse moyen est de 251ms, ce qui rpond aux exigences. Ce mmoire prsente une plateforme de gestion des ressources humaines comme solution  le cot lev des solutions existantes sur le march. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.","Ce projet de fin d'tudes porte sur une plateforme de gestion des ressources humaines. La motivation principale est le cot lev des solutions existantes sur le march qui constitue un dfi majeur. Nous proposons une rponse base sur Docker et Kubernetes en suivant une approche la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre outil a t valu sur un jeu de informations de 1975 enregistrements. Les performances indiquent une optimisation de 30% par rapport l'approche classique. Le temps de rponse moyen est de 251ms, ce qui rpond aux exigences. Ce mmoire prsente une systme de gestion des ressources humaines comme rponse le cot lev des solutions existantes sur le march. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",PLAGIAT_TOTAL,0.868
PAIR-00214,"Ce projet de fin d'tudes porte sur une plateforme de tlmdecine. La motivation principale est la lenteur des processus manuels actuels qui constitue un dfi majeur. Nous proposons une solution base sur React et FastAPI en suivant une approche le prototypage rapide et l'itration continue. Pour raliser ce projet, nous avons adopt le prototypage rapide et l'itration continue. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 5 itrations de dure gale. Les tests raliss montrent que notre solution atteint 84% de prcision. Les performances obtenues dpassent les solutions existantes de 17%. L'interface utilisateur a t valide par 21 utilisateurs rels. Ce mmoire prsente une plateforme de tlmdecine comme solution  la lenteur des processus manuels actuels. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.","Dans le cadre de ce mmoire, nous proposons un chatbot d'assistance mdicale. Face  la difficult d'accs aux soins mdicaux, nous avons choisi d'utiliser Flutter et Firebase comme solution principale. La mthodologie adopte est le prototypage rapide et l'itration continue. La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les tests raliss montrent que notre solution atteint 88% de prcision. Les performances obtenues dpassent les solutions existantes de 21%. L'interface utilisateur a t valide par 21 utilisateurs rels. Ce mmoire prsente un chatbot d'assistance mdicale comme solution  la difficult d'accs aux soins mdicaux. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",ORIGINAL,0.095
