id_projet,titre,description,domaine,filiere_etudiant,methodologie,score_similarite_existants,nb_mots_titre,nb_mots_description,nb_phrases_description,ratio_vocabulaire,score_mots_academiques,score_mots_techniques,score_mots_vagues,a_methodologie,a_objectifs_clairs,est_infaisable,decision
PRJ-0584,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,IA / Machine Learning,Rseaux et Tlcommunications,Recherche exprimentale,0.883,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0218,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",IA / Machine Learning,Rseaux et Tlcommunications,tude de cas,0.3,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0278,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Dveloppement Web,Data Science,Recherche applique,0.377,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0488,Application,Une application mobile.,IA / Machine Learning,Systmes Embarqus,Prototypage,0.597,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0300,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,IA / Machine Learning,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.51,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0521,Faire un jeu vido,Je veux faire un jeu. Ce sera amusant.,Rseaux,Gnie Logiciel,tude de cas,0.885,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0389,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Dveloppement Web,Gnie Informatique,Dveloppement logiciel (SCRUM),0.661,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0447,Mise en place d'un rseau local pour une entreprise v3,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",IA / Machine Learning,Systmes Embarqus,Recherche exprimentale,0.676,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0595,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Dveloppement Web,Data Science,Recherche applique,0.549,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0527,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Cyberscurit,Data Science,Recherche exprimentale,0.807,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0197,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Mobile,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.02,10,36,3,0.861,3,2,0,0,0,0,APPROUVE
PRJ-0202,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Bases de donnes,Rseaux et Tlcommunications,tude de cas,0.097,8,40,3,0.8,3,0,0,0,0,0,APPROUVE
PRJ-0076,Systme embarqu de surveillance environnementale bas sur IoT  Cas d'tude 6,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Cyberscurit,Gnie Informatique,Dveloppement logiciel (SCRUM),0.23,11,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0309,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Bases de donnes,Systmes Embarqus,Recherche applique,0.474,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0569,Copie du systme bancaire,Reproduire exactement le systme de la banque Ecobank avec toutes ses fonctionnalits en 2 mois.,IA / Machine Learning,Cyberscurit,Prototypage,0.536,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0432,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Rseaux,Cyberscurit,tude de cas,0.45,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0458,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Mobile,Data Science,Prototypage,0.293,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0177,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Bases de donnes,Data Science,Recherche applique,0.116,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0108,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Bases de donnes,Gnie Informatique,Recherche exprimentale,0.432,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0099,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Systmes Embarqus,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.243,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0203,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Dveloppement Web,Data Science,tude de cas,0.179,8,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0413,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Cloud / DevOps,Rseaux et Tlcommunications,Recherche exprimentale,0.293,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0442,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Mobile,Cyberscurit,Prototypage,0.648,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0154,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Cloud / DevOps,Systmes Embarqus,Recherche applique,0.15,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0575,Application,Une application mobile.,Systmes Embarqus,Systmes Embarqus,Recherche applique,0.89,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0598,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Mobile,Data Science,tude de cas,0.795,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0027,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Cloud / DevOps,Rseaux et Tlcommunications,Prototypage,0.237,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0478,Application,Une application mobile.,Cyberscurit,Systmes Embarqus,Recherche applique,0.504,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0045,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Rseaux,Cyberscurit,Prototypage,0.401,11,41,3,0.854,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0378,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",IA / Machine Learning,Gnie Logiciel,Recherche exprimentale,0.407,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0308,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Systmes Embarqus,Cyberscurit,Recherche applique,0.696,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0280,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Systmes Embarqus,Cyberscurit,tude de cas,0.6,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0476,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Dveloppement Web,Gnie Logiciel,Recherche applique,0.672,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0421,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Rseaux,Cyberscurit,Prototypage,0.713,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0150,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Bases de donnes,Systmes Embarqus,Recherche exprimentale,0.187,8,40,3,0.8,3,0,0,0,0,0,APPROUVE
PRJ-0111,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises  Cas d'tude 1,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Bases de donnes,Cyberscurit,Prototypage,0.203,14,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0142,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Cloud / DevOps,Cyberscurit,Dveloppement logiciel (SCRUM),0.13,11,41,3,0.854,1,0,0,0,1,0,APPROUVE
PRJ-0013,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",IA / Machine Learning,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.379,10,36,3,0.861,3,2,0,0,0,0,APPROUVE
PRJ-0189,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Bases de donnes,Gnie Logiciel,Recherche exprimentale,0.055,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0384,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Cloud / DevOps,Gnie Logiciel,Prototypage,0.404,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0404,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Dveloppement Web,Data Science,Prototypage,0.328,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0310,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Bases de donnes,Rseaux et Tlcommunications,Recherche exprimentale,0.72,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0035,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Dveloppement Web,Rseaux et Tlcommunications,Recherche exprimentale,0.328,11,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0456,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Cloud / DevOps,Rseaux et Tlcommunications,Prototypage,0.536,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0257,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Rseaux,Systmes Embarqus,Recherche applique,0.25,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0477,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Cyberscurit,Gnie Informatique,Recherche exprimentale,0.562,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0217,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Cloud / DevOps,Gnie Logiciel,Recherche applique,0.051,10,36,3,0.861,3,2,0,0,0,0,APPROUVE
PRJ-0299,tude sur la scurit des rseaux wifi v2,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Cyberscurit,Rseaux et Tlcommunications,Prototypage,0.293,8,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0307,Cration d'un site web pour une cole v4,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Cloud / DevOps,Cyberscurit,tude de cas,0.36,8,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0032,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Cyberscurit,Gnie Informatique,Prototypage,0.218,10,36,3,0.861,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0151,Systme embarqu de surveillance environnementale bas sur IoT  Cas d'tude 1,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Cyberscurit,Gnie Logiciel,Recherche applique,0.173,11,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0548,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Rseaux,Gnie Informatique,Prototypage,0.914,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0244,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Cyberscurit,Gnie Informatique,Prototypage,0.148,11,41,3,0.854,1,0,0,0,1,0,APPROUVE
PRJ-0283,Mise en place d'un rseau local pour une entreprise v4,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Systmes Embarqus,Data Science,tude de cas,0.237,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0409,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Mobile,Systmes Embarqus,Recherche applique,0.25,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0287,Dveloppement d'une application Android pour les transports v2,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Mobile,Gnie Informatique,tude de cas,0.265,8,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0325,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Rseaux,Systmes Embarqus,Prototypage,0.427,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0501,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Cyberscurit,Gnie Logiciel,Prototypage,0.914,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0235,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",IA / Machine Learning,Systmes Embarqus,Prototypage,0.261,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0439,Systme de gestion de bibliothque v4,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Dveloppement Web,Cyberscurit,Dveloppement logiciel (SCRUM),0.587,6,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0201,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines  Cas d'tude 1,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Cloud / DevOps,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.227,11,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0271,Mise en place d'un rseau local pour une entreprise v4,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Dveloppement Web,Gnie Informatique,tude de cas,0.646,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0118,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Mobile,Data Science,Recherche exprimentale,0.204,8,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0468,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Systmes Embarqus,Gnie Informatique,Dveloppement logiciel (SCRUM),0.467,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0101,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires  Cas d'tude 1,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Dveloppement Web,Cyberscurit,Recherche exprimentale,0.213,16,39,3,0.821,4,1,0,0,1,0,APPROUVE
PRJ-0374,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Cyberscurit,Cyberscurit,tude de cas,0.365,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0427,tude sur la scurit des rseaux wifi v4,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Systmes Embarqus,Rseaux et Tlcommunications,Prototypage,0.337,8,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0423,Mise en place d'un rseau local pour une entreprise v3,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Dveloppement Web,Systmes Embarqus,tude de cas,0.657,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0051,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo  Cas d'tude 1,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Dveloppement Web,Rseaux et Tlcommunications,Recherche applique,0.25,16,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0157,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Systmes Embarqus,Gnie Logiciel,tude de cas,0.057,8,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0066,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant  Cas d'tude 6,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Systmes Embarqus,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.229,17,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0237,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Dveloppement Web,Cyberscurit,Recherche exprimentale,0.377,11,41,3,0.829,2,1,0,0,0,0,APPROUVE
PRJ-0105,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Rseaux,Gnie Logiciel,Recherche applique,0.374,11,41,3,0.829,2,1,0,0,0,0,APPROUVE
PRJ-0377,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Bases de donnes,Data Science,Dveloppement logiciel (SCRUM),0.556,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0438,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",IA / Machine Learning,Gnie Informatique,Recherche exprimentale,0.436,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0275,Application de chat en temps rel v2,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Cloud / DevOps,Gnie Informatique,tude de cas,0.402,7,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0326,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",IA / Machine Learning,Gnie Informatique,Recherche exprimentale,0.605,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0036,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique  Cas d'tude 6,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Cyberscurit,Data Science,tude de cas,0.063,13,36,3,0.861,3,2,0,0,0,0,APPROUVE
PRJ-0127,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Rseaux,Cyberscurit,tude de cas,0.356,11,41,3,0.854,1,0,0,0,1,0,APPROUVE
PRJ-0043,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Cyberscurit,Gnie Logiciel,Prototypage,0.414,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0411,Dveloppement d'une application Android pour les transports v3,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Dveloppement Web,Cyberscurit,Prototypage,0.249,8,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0539,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Rseaux,Cyberscurit,Recherche exprimentale,0.541,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0367,Application pour grer les notes des tudiants v4,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,IA / Machine Learning,Systmes Embarqus,Prototypage,0.237,8,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0180,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Mobile,Cyberscurit,tude de cas,0.303,11,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
